",date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,hospitalizedDischarged,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,dataQualityGrade,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade"
"1085,20210216,MA,560576,28874.0,4242966.0,,totalTestsViral,15057893,1096.0,18859.0,275.0,,177.0,,453740.0,2/15/2021 23:59,2021-02-15T23:59:00Z,02/15 18:59,15567,18859.0,,2021-02-15T23:59:00Z,15057893.0,636172.0,,531702.0,15257.0,310.0,,4774668.0,,,,151476.0,14572.0,,524006.0,,,,25,1226,5070,4803542,46488,4803542,,50,0,f71948284f01dd55cbc3513aa2cf7fd1ebbffc2f,0,0,0,0,0,"
"1086,20210216,MD,372221,,2933581.0,,totalTestsViral,7495908,1110.0,33980.0,293.0,,,,9571.0,2/16/2021 10:00,2021-02-16T10:00:00Z,02/16 05:00,7612,33980.0,,2021-02-16T10:00:00Z,7495908.0,453991.0,,372221.0,7430.0,182.0,,3305802.0,,,,191877.0,25610.0,166267.0,,,,,24,516,2843,3305802,9967,3305802,,32,77,fc83b73d0d718c4c036314b61a0b434888248485,0,0,0,0,0,"
"1087,20210216,ME,42768,8714.0,,,totalTestsViral,1487380,92.0,1487.0,24.0,,11.0,,12663.0,2/15/2021 23:59,2021-02-15T23:59:00Z,02/15 18:59,651,1487.0,,2021-02-15T23:59:00Z,1487380.0,39382.0,,34054.0,638.0,13.0,,,14712.0,762.0,13938.0,,,,,,174557.0,9374.0,23,91,0,42768,4553,42768,,2,3,f6d065da9623be8c2e6b98ea1480cb938d0ca6d6,0,0,0,0,0,"
"1088,20210216,MI,631532,55268.0,,,totalTestsViral,10007134,939.0,,240.0,,123.0,,517991.0,2/16/2021 00:00,2021-02-16T00:00:00Z,02/15 19:00,16149,,,2021-02-16T00:00:00Z,10007134.0,730143.0,9276991.0,576264.0,15177.0,972.0,,,511585.0,,,,,,,,,,26,1124,0,631532,17169,631532,,19,0,3b5d48448156aca1496f770cbc5b49d8eff5a5c5,0,0,0,0,0,"
"1089,20210216,MN,474621,21944.0,2920955.0,,totalTestEncountersViral,6611756,315.0,25243.0,57.0,5206.0,,,461406.0,2/15/2021 17:00,2021-02-15T17:00:00Z,02/15 12:00,6380,25243.0,,2021-02-15T17:00:00Z,,,,452677.0,6115.0,265.0,6611756.0,3373632.0,,,,,,,,,387566.0,,27,452,1987,3395576,7852,3395576,,2,46,8dd23616862c64c7df7bd1e5f401a88365a76e9f,0,0,0,0,0,"
"1090,20210216,MO,472143,,1823860.0,,totalTestsViral,4343306,1309.0,,296.0,,197.0,,,2/16/2021 00:59,2021-02-16T00:59:00Z,02/15 19:59,7458,,,2021-02-16T00:59:00Z,4343306.0,521072.0,3813037.0,472143.0,,,,2296003.0,145269.0,22446.0,122633.0,130776.0,,,319507.0,,757763.0,77551.0,29,481,1378,2296003,5297,2296003,,3,0,826b4a95abe285d6f99f0a60933fc1ca0a39cc0f,0,0,0,0,0,"
"1091,20210216,MP,134,,17429.0,,posNeg,17563,,4.0,,,,,29.0,2/12/2021 00:00,2021-02-12T00:00:00Z,02/11 19:00,2,4.0,,2021-02-12T00:00:00Z,26131.0,,,134.0,2.0,,,17542.0,,,,,,,,,,,69,0,0,17563,0,17563,,0,0,84367ce47d2df42c908f89de1516262341ec463d,0,0,0,0,0,"
"1092,20210216,MS,288714,108507.0,1393383.0,,posNeg,1682097,602.0,8978.0,157.0,,97.0,,264456.0,2/15/2021 00:00,2021-02-15T00:00:00Z,02/14 19:00,6501,8978.0,,2021-02-15T00:00:00Z,1573265.0,,,180207.0,4594.0,1907.0,,,79693.0,,,,,,,,712107.0,,28,734,0,1682097,734,1682097,,37,76,b4e643875523fe43b201aedbaca3aa2f41daafe5,0,0,0,0,0,"
"1093,20210216,MT,97666,2919.0,,,totalTestsViral,1025367,96.0,4461.0,26.0,,11.0,,93669.0,2/16/2021 01:59,2021-02-16T01:59:00Z,02/15 20:59,1331,4461.0,,2021-02-16T01:59:00Z,1025367.0,,,94747.0,,,,,,,,,,,,,,,30,127,0,97666,1383,97666,,3,17,2ed4e6857ca68cbc1ca1a9a0de98eeebb78972aa,0,0,0,0,0,"
"1094,20210216,NC,826340,99579.0,,,totalTestsViral,9036318,1958.0,,473.0,,,,,2/16/2021 12:25,2021-02-16T12:25:00Z,02/16 07:25,10562,,765456.0,2021-02-16T12:25:00Z,9036318.0,,,726761.0,9392.0,1170.0,,,,,,,,,,,662764.0,,37,1988,0,826340,21872,826340,,61,0,446abaa9f22e1fdecec809e0c7bfe590fc2d972d,0,0,0,0,0,"
"1095,20210216,ND,98781,4856.0,301091.0,,totalTestEncountersViral,1381170,46.0,3845.0,8.0,559.0,,,96564.0,2/16/2021 01:59,2021-02-16T01:59:00Z,02/15 20:59,1461,3845.0,,2021-02-16T01:59:00Z,1476204.0,,,93925.0,,,1381170.0,399872.0,,,,,,,,,120082.0,,38,138,-451,399872,1828,399872,,0,8,5e6d9156c150c647fe009607b9be6ce165ea5f1e,0,0,0,0,0,"
"1096,20210216,NE,197447,,751687.0,,totalTestsViral,2257793,177.0,5964.0,,,,,142335.0,2/16/2021 10:00,2021-02-16T10:00:00Z,02/16 05:00,2004,5964.0,,2021-02-16T10:00:00Z,2257793.0,228110.0,2027634.0,,,,,949639.0,,,,,,,,,,,31,119,332,949134,3235,949134,,1,2,1952e9e96492e429fcf54aee54c57869fa28a9aa,0,0,0,0,0,"
"1097,20210216,NH,71215,20642.0,566316.0,,totalTestsViral,1370889,119.0,1080.0,,336.0,,,67222.0,2/16/2021 09:00,2021-02-16T09:00:00Z,02/16 04:00,1136,1080.0,,2021-02-16T09:00:00Z,1370889.0,,,50573.0,,,,616889.0,38713.0,,,37178.0,,,,,168093.0,,33,198,-234,637531,4473,637531,,1,3,cd2f064ce7f43030e5b75a10549513f1a880872b,0,0,0,0,0,"
"1098,20210216,NJ,751065,81584.0,9333715.0,,posNeg,10084780,2411.0,62591.0,494.0,,312.0,,,2/16/2021 00:00,2021-02-16T00:00:00Z,02/15 19:00,22497,62591.0,72336.0,2021-02-16T00:00:00Z,9997131.0,,,669481.0,20251.0,2246.0,,,,,,,,,,,,,34,3633,0,10084780,3633,10084780,,31,137,86cbd111074483df07e39dc9bc36443bcc2cce5d,0,0,0,0,0,"
"1099,20210216,NM,181060,,,,totalTestsViral,2556514,290.0,12757.0,,,,,123507.0,2/16/2021 17:51,2021-02-16T17:51:00Z,02/16 12:51,3550,12757.0,,2021-02-16T17:51:00Z,2556514.0,,,,,,,,,,,,,,,,,,35,299,0,181060,5282,181060,,12,41,342818ddf86940f8b4ff8cf5b214c683499ece62,0,0,0,0,0,"
"1100,20210216,NV,289029,,1090831.0,,totalTestEncountersViral,2626777,773.0,,193.0,,113.0,,,2/15/2021 00:00,2021-02-15T00:00:00Z,02/14 19:00,4733,,,2021-02-15T00:00:00Z,,,,289029.0,,,2626777.0,1379860.0,,,,,,,,,,,32,290,3280,1379860,7971,1379860,,13,0,087680e5cfedd1980afacf56cfb9ecab32e3e6a2,0,0,0,0,0,"
"1101,20210216,NY,1542887,,,,totalTestEncountersViral,35353848,6620.0,,1271.0,,878.0,,,2/15/2021 14:00,2021-02-15T14:00:00Z,02/15 09:00,37328,,138975.0,2021-02-15T14:00:00Z,,,,,,,35353848.0,,,,,,,,,,,,36,6753,0,1542887,136392,1542887,,107,0,abecfa37fd6f36b919a046d57c8f8aa601a5388f,0,0,0,0,0,"
"1102,20210216,OH,943291,129826.0,,,totalTestsViral,9654714,1566.0,48739.0,466.0,6949.0,303.0,,867627.0,2/16/2021 14:00,2021-02-16T14:00:00Z,02/16 09:00,16453,48739.0,,2021-02-16T14:00:00Z,9654714.0,842377.0,,813465.0,14000.0,2453.0,,,,,,,,,,,1509229.0,79267.0,39,2026,0,943291,35453,943291,,59,104,6a89df523318c5f0255c6fe4f3b9dce4f07e6779,0,0,0,0,0,"
"1103,20210216,OK,414780,,2957605.0,3273.0,posNeg,3372385,755.0,23270.0,229.0,,,,391156.0,,,,4061,23270.0,,,3343102.0,376862.0,2957605.0,,,,,,142681.0,19845.0,,,,,,,,,40,508,0,3375658,508,3372385,,20,14,a899253e62e7520344884970efc5d6c63371ed44,0,0,0,0,0,"
"1104,20210216,OR,150464,,,,totalTestsViral,3384703,226.0,8185.0,51.0,,27.0,,,2/15/2021 03:01,2021-02-15T03:01:00Z,02/14 22:01,2137,8185.0,,2021-02-15T03:01:00Z,3384703.0,196624.0,3187079.0,,,,,,,,,,,,,,,,41,183,0,150464,0,150464,,0,0,8d33a6dfa72e25c9ee9c92f2974fb80fb569f70c,0,0,0,0,0,"
"1105,20210216,PA,899237,122060.0,3783099.0,,totalTestEncountersViral,9910886,2356.0,,491.0,,271.0,,791328.0,2/16/2021 12:00,2021-02-16T12:00:00Z,02/16 07:00,23126,,,2021-02-16T12:00:00Z,,,,777177.0,,,9910886.0,4560276.0,,,,,,,,,,,42,2377,7712,4682336,111004,4682336,,7,0,26fd190c11fda0448aa8028a8efa1e2f40f63196,0,0,0,0,0,"
"1106,20210216,PR,98317,7436.0,305972.0,,posNeg,404289,220.0,,42.0,,36.0,,88084.0,2/16/2021 00:00,2021-02-16T00:00:00Z,02/15 19:00,1924,,,2021-02-16T00:00:00Z,415664.0,20103.0,395291.0,90881.0,1626.0,298.0,,,,75980.0,,,,,,,,,72,480,0,404289,480,404289,,4,0,db878cbd9efe8f7f14dbf8d722ae5ae10990ee80,0,0,0,0,0,"
"1107,20210216,RI,122072,,651027.0,,totalTestEncountersViral,2790996,197.0,8786.0,36.0,,20.0,,,2/16/2021 13:00,2021-02-16T13:00:00Z,02/16 08:00,2344,8786.0,7607.0,2021-02-16T13:00:00Z,,145600.0,2645396.0,,,,2790996.0,773099.0,,,,,,,,,,,44,285,1107,773099,10557,773099,,10,32,cf0d170590269ab76020ab24cc30ab665512c043,0,0,0,0,0,"
"1108,20210216,SC,490453,61769.0,4228478.0,,posNeg,4718931,1230.0,19452.0,303.0,,167.0,,221360.0,2/14/2021 23:59,2021-02-14T23:59:00Z,02/14 18:59,8055,19452.0,,2021-02-14T23:59:00Z,4657162.0,551839.0,4105323.0,428684.0,7196.0,859.0,,,128136.0,25292.0,102844.0,,,,,,771148.0,100338.0,45,1435,20359,4718931,21794,4718931,,21,31,55c16bc4302c2411ba539472fe2a814c6fad0f2d,0,0,0,0,0,"
"1109,20210216,SD,110593,12186.0,303918.0,,totalTestsViral,674483,97.0,6461.0,10.0,,16.0,,106545.0,2/15/2021 14:00,2021-02-15T14:00:00Z,02/15 09:00,1844,6461.0,,2021-02-15T14:00:00Z,674483.0,103588.0,,98407.0,,,,414511.0,,,,,,,,,,,46,217,510,414511,607,414511,,0,15,42a9dda57dfd022391177886c529cfa4afb22604,0,0,0,0,0,"
"1110,20210216,TN,759523,120397.0,,,totalTestsViral,6626533,1219.0,18063.0,329.0,,173.0,,726910.0,2/16/2021 15:00,2021-02-16T15:00:00Z,02/16 10:00,10954,18063.0,,2021-02-16T15:00:00Z,6626533.0,737046.0,5889487.0,639126.0,8810.0,2144.0,,,,,,,,,,,1255785.0,131553.0,47,962,0,759523,8252,759523,,17,36,2a1afd45230253b1575e63c202f67822f6166f40,0,0,0,0,0,"
"1111,20210216,TX,2567297,338289.0,,,totalTestsViral,18810731,7661.0,,2397.0,,,,2257030.0,2/16/2021 11:45,2021-02-16T11:45:00Z,02/16 06:45,40645,,,2021-02-16T11:45:00Z,18810731.0,2521479.0,,2229008.0,,,,,987853.0,141470.0,,,,,,,2200714.0,188051.0,48,3348,0,2567297,0,2567297,,52,0,1634b43fd0ae88ef11b2623840d21505b7771c4d,0,0,0,0,0,"
"1112,20210216,UT,362347,,1492685.0,,totalTestsViral,2750915,297.0,14239.0,106.0,2231.0,,779.0,336460.0,2/16/2021 09:22,2021-02-16T09:22:00Z,02/16 04:22,1797,14239.0,,2021-02-16T09:22:00Z,2750915.0,336151.0,2414764.0,,,,,1800842.0,,,,,,,328683.0,53598.0,860192.0,55929.0,49,591,2278,1855032,5681,1855032,,1,30,586ff15f2a55d4a3d03874226355915d29ce11a4,0,0,0,0,0,"
"1113,20210216,VA,553308,115032.0,,191.0,totalTestEncountersViral,5633818,1849.0,23042.0,401.0,,241.0,,,2/15/2021 17:00,2021-02-15T17:00:00Z,02/15 12:00,7037,23042.0,43305.0,2021-02-15T17:00:00Z,,535437.0,,438276.0,6047.0,990.0,5633818.0,,216440.0,26000.0,,,,,,,1243658.0,114787.0,51,1770,0,553499,11473,553308,,21,98,d04ff164251c728b81e9ccfdb31286122011e211,0,0,0,0,0,"
"1114,20210216,VI,2542,,42590.0,101.0,posNeg,45132,,,,,,,2412.0,2/15/2021 09:09,2021-02-15T09:09:00Z,02/15 04:09,25,,,2021-02-15T09:09:00Z,,,,,,,,45233.0,,,,,,,,,,,78,0,0,45233,0,45132,,0,0,8b78e8d8343283404a714f72af35c9b242776a91,0,0,0,0,0,"
"1115,20210216,VT,13917,384.0,305977.0,,totalTestsViral,977567,42.0,,12.0,,,,10803.0,2/15/2021 23:59,2021-02-15T23:59:00Z,02/15 18:59,191,,,2021-02-15T23:59:00Z,977567.0,,,13533.0,,,,319510.0,,,,,,,,,,,50,55,583,319894,2551,319894,,1,0,0efe8d097ec9c86947c0ee7f163e113098167540,0,0,0,0,0,"
"1116,20210216,WA,328047,16759.0,,,totalTestEncountersViral,4896154,628.0,18643.0,151.0,,57.0,,,2/13/2021 02:59,2021-02-13T02:59:00Z,02/12 21:59,4675,18643.0,,2021-02-13T02:59:00Z,,311237.0,4584757.0,311288.0,,,4896154.0,,,,,,,,,,,,53,0,0,328047,0,328047,,0,0,eefd0dd070d7d40e03e152be7e31e14c5f2ccccc,0,0,0,0,0,"
"1117,20210216,WI,608418,52086.0,2570798.0,43.0,totalTestEncountersViral,6531839,411.0,25422.0,117.0,2231.0,,,539657.0,2/16/2021 00:00,2021-02-16T00:00:00Z,02/15 19:00,6788,25422.0,,2021-02-16T00:00:00Z,,,,556332.0,6204.0,584.0,6531839.0,3127130.0,,,,,,,,,,,55,779,2594,3179259,16160,3179216,,39,82,da86d469b2ce4801847fa1b48c354da82ea7cbdb,0,0,0,0,0,"
"1118,20210216,WV,128117,25593.0,,,totalTestsViral,2071781,321.0,,82.0,,39.0,,114932.0,2/15/2021 23:59,2021-02-15T23:59:00Z,02/15 18:59,2216,,,2021-02-15T23:59:00Z,2071781.0,,,102524.0,1889.0,327.0,,,31906.0,,,,,,,,,,54,228,0,128117,6812,128117,,4,0,4ecef4c56a0871b314ecf140e2e0664beedf0b09,0,0,0,0,0,"
"1119,20210216,WY,53351,7964.0,177815.0,,totalTestsViral,614356,34.0,1361.0,,,,,52000.0,2/16/2021 00:00,2021-02-16T00:00:00Z,02/15 19:00,662,1361.0,,2021-02-16T00:00:00Z,614356.0,38169.0,568297.0,45387.0,,,,223202.0,,,,,,,,,,,56,215,2768,231166,9778,231166,,15,5,2475cc22751316c97bbca23d24d0c3f52c1ec3d0,0,0,0,0,0,"
"1120,20210215,AK,54282,,,,totalTestsViral,1584548,35.0,1230.0,,,5.0,,,2/12/2021 03:59,2021-02-12T03:59:00Z,02/11 22:59,282,1230.0,,2021-02-12T03:59:00Z,1584548.0,65613.0,1517076.0,,,,,,,,,,,,,,,,02,0,0,54282,0,54282,,0,0,fbdcf64542f36adae78ca378b8ceb3d94fe8d24e,0,0,0,0,0,"
"1121,20210215,AL,481605,103802.0,1853838.0,,totalTestsPeopleViral,2231641,1087.0,44342.0,,2605.0,,1479.0,264621.0,2/15/2021 11:00,2021-02-15T11:00:00Z,02/15 06:00,9244,44342.0,,2021-02-15T11:00:00Z,,,,377803.0,7252.0,1992.0,,2231641.0,,,,112933.0,,,,,,,01,674,2230,2335443,2735,2335443,,2,194,11451e7d2cfdf7da9ce43c019b4288438cef40f0,0,0,0,0,0,"
"1122,20210215,AR,313348,64997.0,2338955.0,,totalTestsViral,2587306,642.0,14355.0,244.0,,111.0,1475.0,297552.0,2/15/2021 00:00,2021-02-15T00:00:00Z,02/14 19:00,5275,14355.0,,2021-02-15T00:00:00Z,2587306.0,,2338955.0,248351.0,4222.0,1053.0,,,,,,,,,410679.0,76323.0,,,05,320,2537,2652303,2808,2652303,,10,23,210e73fd3e3ae99eea686a7664aee574504bd3bf,0,0,0,0,0,"
"1123,20210215,AS,0,,2140.0,,totalTestsViral,2140,,,,,,,,12/1/2020 00:00,2020-12-01T00:00:00Z,11/30 19:00,0,,,2020-12-01T00:00:00Z,2140.0,,,0.0,,,,,,,,,,,,,,,60,0,0,2140,0,2140,,0,0,54c49985228a9bd9af84987ec6ef79a2a72e4c91,0,0,0,0,0,"
"1124,20210215,AZ,798608,53559.0,2891627.0,,totalTestsViral,7243068,2119.0,55777.0,644.0,,397.0,,,2/15/2021 00:00,2021-02-15T00:00:00Z,02/14 19:00,14978,55777.0,112062.0,2021-02-15T00:00:00Z,7243068.0,,,745049.0,13250.0,1728.0,,3636676.0,557403.0,,,429882.0,,,,,,,04,1338,7240,3690235,24365,3690235,,0,110,194e8626d6a9a1de97b50b26e95cbf14b3d01234,0,0,0,0,0,"
"1125,20210215,CA,3406365,,,,totalTestsViral,45964127,9299.0,,2650.0,,,,,2/15/2021 02:59,2021-02-15T02:59:00Z,02/14 21:59,47043,,,2021-02-15T02:59:00Z,45964127.0,,,3406365.0,,,,,,,,,,,,,,,06,6487,0,3406365,260910,3406365,,200,0,8de6c6b00b7532ee51aab40b0e88d90eea899d42,0,0,0,0,0,"
"1126,20210215,CO,414369,21778.0,2110671.0,,totalTestEncountersViral,5861313,462.0,22812.0,,,,,,2/15/2021 01:59,2021-02-15T01:59:00Z,02/14 20:59,5826,22812.0,21970.0,2021-02-15T01:59:00Z,,,,392591.0,5106.0,720.0,5861313.0,2503262.0,378747.0,52077.0,325347.0,,,,,,,,08,533,2769,2525040,9356,2525040,,2,15,ffeb5a40d582c0f7dba483b3a86d91c3149e872c,0,0,0,0,0,"
"1127,20210215,CT,270242,16586.0,,,totalTestsViral,5986619,618.0,,,,,,,2/14/2021 23:59,2021-02-14T23:59:00Z,02/14 18:59,7447,,,2021-02-14T23:59:00Z,5986619.0,308684.0,5670458.0,253656.0,6105.0,1342.0,,,,,,,,,,,306944.0,17641.0,09,2905,0,270242,88720,270242,,66,0,36c6244a6bd912c2f67e7ebe3c334cc9655165a0,0,0,0,0,0,"
"1128,20210215,DC,39001,,,,totalTestEncountersViral,1172768,196.0,,46.0,,21.0,,27677.0,2/14/2021 00:00,2021-02-14T00:00:00Z,02/13 19:00,980,,,2021-02-14T00:00:00Z,,,,,,,1172768.0,425331.0,,,,,,,,,,,11,83,0,39001,3084,39001,,1,0,7cc5624c00a0ba23710cd7a6170595341054c232,0,0,0,0,0,"
"1129,20210215,DE,83239,4285.0,526084.0,,totalTestEncountersViral,1323091,200.0,,19.0,,,,,2/14/2021 18:00,2021-02-14T18:00:00Z,02/14 13:00,1283,,,2021-02-14T18:00:00Z,,86783.0,,78954.0,1160.0,123.0,1323091.0,609323.0,,,,,,,,,,,10,236,766,609323,3871,609323,,0,0,d0664880d1b60b4759cc5fcd77cf2540ecf57d3f,0,0,0,0,0,"
"1130,20210215,FL,1797728,326889.0,8855691.0,7897.0,totalTestEncountersViral,20575446,4676.0,77372.0,,,,,,2/14/2021 23:59,2021-02-14T23:59:00Z,02/14 18:59,29434,77372.0,,2021-02-14T23:59:00Z,18152879.0,2351480.0,15715678.0,1470839.0,,,20575446.0,10653419.0,969396.0,154948.0,813960.0,922278.0,145802.0,776136.0,,,,,12,3573,15019,10661316,49636,10653419,,159,117,a66ba811cca0f4ae8de4ab8453970bc9e46e5a14,0,0,0,0,0,"
"1131,20210215,GA,966807,174298.0,,,totalTestsViral,6870677,3181.0,53403.0,,8762.0,,,,2/15/2021 14:50,2021-02-15T14:50:00Z,02/15 09:50,15928,53403.0,,2021-02-15T14:50:00Z,6870677.0,765545.0,,792509.0,13997.0,1931.0,,,463362.0,69202.0,,,,,,,,,13,2070,0,966807,17616,966807,,57,24,6272e578760697dec8e27dca189d99134c7b4009,0,0,0,0,0,"
"1132,20210215,GU,7699,208.0,105216.0,,posNeg,112915,6.0,,3.0,,2.0,,7484.0,2/15/2021 05:15,2021-02-15T05:15:00Z,02/15 00:15,130,,,2021-02-15T05:15:00Z,112707.0,,,7491.0,,,,,347.0,23.0,,,,,,,8785.0,247.0,66,4,677,112915,681,112915,,0,0,288d49046aeb7ac75b7735e3342e6805a6ace355,0,0,0,0,0,"
"1133,20210215,HI,27606,717.0,,,totalTestEncountersViral,1039013,40.0,2149.0,13.0,,10.0,,,2/13/2021 14:30,2021-02-13T14:30:00Z,02/13 09:30,426,2149.0,,2021-02-13T14:30:00Z,,26420.0,,26889.0,426.0,,1039013.0,,,,,,,,,,,,15,33,0,27606,4273,27606,,0,0,49ae5d096756d114d8839ca6f5c416cc81e8f240,0,0,0,0,0,"
"1134,20210215,IA,274955,,1007368.0,,posNeg,1282323,242.0,,57.0,,28.0,,302158.0,2/15/2021 00:00,2021-02-15T00:00:00Z,02/14 19:00,5237,,,2021-02-15T00:00:00Z,2601081.0,298099.0,2289099.0,274955.0,,,,1284680.0,,,,107584.0,16436.0,91098.0,230635.0,54498.0,1246489.0,57858.0,19,214,1117,1282323,1331,1282323,,1,0,96808570d2e8e512934d083eaeb6108a0e9fd2c8,0,0,0,0,0,"
"1135,20210215,ID,167483,31334.0,486204.0,,totalTestsPeopleViral,622353,180.0,6890.0,45.0,1206.0,,,89410.0,2/14/2021 19:00,2021-02-14T19:00:00Z,02/14 14:00,1803,6890.0,,2021-02-14T19:00:00Z,1035119.0,,,136149.0,1587.0,216.0,,622353.0,,,,,,,,,78973.0,,16,0,0,653687,0,653687,,0,0,281581faa343c2636fa68213f3d7a095977091ba,0,0,0,0,0,"
"1136,20210215,IL,1163574,,,,totalTestsViral,17224247,1789.0,,389.0,,184.0,,,2/15/2021 00:00,2021-02-15T00:00:00Z,02/14 19:00,22166,,,2021-02-15T00:00:00Z,17224247.0,,,,20002.0,2164.0,,,,,,,,,,,,,17,1420,0,1163574,52389,1163574,,45,0,9486b3d33a646cf0a4efa7f55346a77c70c00192,0,0,0,0,0,"
"1137,20210215,IN,649652,,2404277.0,,totalTestsViral,7573633,1066.0,41646.0,200.0,7285.0,104.0,,,2/14/2021 23:59,2021-02-14T23:59:00Z,02/14 18:59,12191,41646.0,423216.0,2021-02-14T23:59:00Z,7573633.0,739554.0,,,11765.0,426.0,,3053929.0,,,,,,,,,,,18,777,3324,3053929,16103,3053929,,18,42,b35787e1b662861f4e6364a5367a22869a3f8a97,0,0,0,0,0,"
"1138,20210215,KS,287450,,936782.0,,posNeg,1224232,279.0,8923.0,77.0,2421.0,38.0,411.0,,2/15/2021 10:00,2021-02-15T10:00:00Z,02/15 05:00,4406,8923.0,6087.0,2021-02-15T10:00:00Z,2364665.0,,,,,,,1224232.0,,,,,,,,,534602.0,,20,1348,5295,1224232,6643,1224232,,42,36,cc9316b27efd8efacde2503e00feee6cc6002ad2,0,0,0,0,0,"
"1139,20210215,KY,389521,88666.0,,,totalTestsViral,3770913,969.0,18086.0,268.0,3791.0,132.0,,45949.0,2/15/2021 00:00,2021-02-15T00:00:00Z,02/14 19:00,4291,18086.0,,2021-02-15T00:00:00Z,3770913.0,240831.0,,300855.0,3901.0,390.0,,,110164.0,9170.0,,,,,,,425426.0,34267.0,21,723,0,389521,12649,389521,,9,32,a61829d746fb6e43ecf1ba2691b16a0bcb492239,0,0,0,0,0,"
"1140,20210215,LA,420394,56925.0,4925404.0,,posNeg,5345798,849.0,,,,137.0,,380673.0,2/15/2021 13:00,2021-02-15T13:00:00Z,02/15 08:00,9325,,,2021-02-15T13:00:00Z,5288873.0,,,363469.0,8691.0,634.0,,,,,,,,,,,416361.0,,22,503,7261,5345798,7764,5345798,,33,0,8286f698dd61d439ec6b9a01ac3218afd8020832,0,0,0,0,0,"
"1141,20210215,MA,559350,28615.0,4237896.0,,totalTestsViral,15011405,1107.0,18859.0,286.0,,174.0,,453740.0,2/14/2021 23:59,2021-02-14T23:59:00Z,02/14 18:59,15517,18859.0,,2021-02-14T23:59:00Z,15011405.0,634991.0,,530735.0,15208.0,309.0,,4768631.0,,,,151476.0,14572.0,,520326.0,,,,25,1573,8588,4797246,62852,4797246,,33,0,a3fa4209cfab52f95a835897bc43d9b7d5af033c,0,0,0,0,0,"
"1142,20210215,MD,371705,,2930738.0,,totalTestsViral,7485941,1113.0,33903.0,285.0,,,,9569.0,2/15/2021 10:00,2021-02-15T10:00:00Z,02/15 05:00,7580,33903.0,,2021-02-15T10:00:00Z,7485941.0,453329.0,,371705.0,7400.0,180.0,,3302443.0,,,,191877.0,25610.0,166267.0,,,,,24,722,4336,3302443,19761,3302443,,26,95,246adad89cdfba788414c057d3d910070e121838,0,0,0,0,0,"
"1143,20210215,ME,42677,8674.0,,,totalTestsViral,1482827,94.0,1484.0,25.0,,10.0,,12656.0,2/14/2021 23:59,2021-02-14T23:59:00Z,02/14 18:59,649,1484.0,,2021-02-14T23:59:00Z,1482827.0,39311.0,,34003.0,636.0,13.0,,,14712.0,762.0,13938.0,,,,,,173565.0,9343.0,23,148,0,42677,4330,42677,,0,0,988b734925e117929f4a236071568655c0cfbb48,0,0,0,0,0,"
"1144,20210215,MI,630408,54919.0,,,totalTestsViral,9989965,957.0,,258.0,,135.0,,517991.0,2/15/2021 00:00,2021-02-15T00:00:00Z,02/14 19:00,16130,,,2021-02-15T00:00:00Z,9989965.0,729522.0,9260443.0,575489.0,15158.0,972.0,,,510509.0,,,,,,,,,,26,1452,0,630408,51616,630408,,11,0,da7289cc7408fa00fdc5a7a8a10c432831162dae,0,0,0,0,0,"
"1145,20210215,MN,474169,21861.0,2918968.0,,totalTestEncountersViral,6603904,326.0,25197.0,73.0,5197.0,,,460537.0,2/14/2021 17:00,2021-02-14T17:00:00Z,02/14 12:00,6378,25197.0,,2021-02-14T17:00:00Z,,,,452308.0,6113.0,265.0,6603904.0,3371276.0,,,,,,,,,386181.0,,27,602,5130,3393137,17423,3393137,,2,41,65f77e4fa1cc3dc6d48350e17f4c7bbaaf22ccf1,0,0,0,0,0,"
"1146,20210215,MO,471662,,1822482.0,,totalTestsViral,4338009,1402.0,,297.0,,195.0,,,2/15/2021 00:59,2021-02-15T00:59:00Z,02/14 19:59,7455,,,2021-02-15T00:59:00Z,4338009.0,520528.0,3808290.0,471662.0,,,,2294144.0,144829.0,22321.0,122320.0,130451.0,,,318268.0,,754799.0,77279.0,29,421,2039,2294144,6266,2294144,,0,0,fd1b68a000111f0b69c8c3366fb68c70ffbbd941,0,0,0,0,0,"
"1147,20210215,MP,134,,17429.0,,posNeg,17563,,4.0,,,,,29.0,2/12/2021 00:00,2021-02-12T00:00:00Z,02/11 19:00,2,4.0,,2021-02-12T00:00:00Z,26131.0,,,134.0,2.0,,,17542.0,,,,,,,,,,,69,0,0,17563,0,17563,,0,0,70e4d339589ba2d6c1e1159ceff9615a9618ad1e,0,0,0,0,0,"
